,reference,experiment,tuned,raw
87,-1.51,base,-2.0635486,-2.0635486
88,-4.84,base,-6.1734986,-6.1734986
89,-4.84,base,-6.0879946,-6.0879946
90,-4.84,base,-2.9461703,-2.9461703
91,-4.76,base,-5.6901517,-5.6901517
92,-3.7,base,-1.9387052,-1.9387052
93,-2.61,base,-4.9837823,-4.9837823
94,-4.84,base,-2.45925,-2.45925
95,-0.595,base,-0.5968821,-0.5968821
96,-1.97,base,-1.7642016,-1.7642016
97,-2.3,base,-2.0087523,-2.0087523
98,-2.1,base,-2.7916906,-2.7916906
99,-0.97,base,-1.6812227,-1.6812227
100,-4.11,base,-2.5224743,-2.5224743
101,-1.91,base,-2.535909,-2.535909
102,-2.46,base,-5.6552367,-5.6552367
103,-0.74,base,-1.0786202,-1.0786202
104,-4.84,base,-5.455355,-5.455355
105,-4.76,base,-2.4401226,-2.4401226
106,-4.84,base,-5.311598,-5.311598
107,-4.76,base,-6.1092877,-6.1092877
108,-3.67,base,-5.5623565,-5.5623565
109,-0.06,base,-1.8574809,-1.8574809
110,-2.3,base,-3.091084,-3.091084
111,-4.59,base,-5.7349534,-5.7349534
112,-0.07,base,-1.8630124,-1.8630124
113,-3.67,base,-2.4005566,-2.4005566
114,-4.82,base,-5.6730595,-5.6730595
115,-4.76,base,-1.9387052,-1.9387052
116,-0.01,base,-0.31568348,-0.31568348
117,-1.62,base,-2.4348474,-2.4348474
118,-1.34,base,-2.3773022,-2.3773022
119,-4.76,base,-6.2775283,-6.2775283
120,-4.76,base,-4.7776127,-4.7776127
121,-1.23,base,-2.7522297,-2.7522297
122,0.235,base,-1.3143467,-1.3143467
123,-0.69,base,-1.7997177,-1.7997177
124,-4.84,base,-5.921663,-5.921663
125,0.02,base,-1.6755486,-1.6755486
126,-4.84,base,-5.712563,-5.712563
127,-0.57,base,-1.5095223,-1.5095223
128,-2.85,base,-3.4622884,-3.4622884
129,-4.76,base,-3.0250225,-3.0250225
130,-0.36,base,-1.6231563,-1.6231563
131,-3.67,base,-5.7172627,-5.7172627
132,-4.76,base,-2.1828961,-2.1828961
133,-0.35,base,-2.1961696,-2.1961696
134,-0.68,base,-1.5953541,-1.5953541
135,-4.76,base,-2.2090464,-2.2090464
136,-4.76,base,-4.49166,-4.49166
137,-4.76,base,-3.9655044,-3.9655044
138,-0.52,base,-1.7473255,-1.7473255
139,-4.84,base,-5.965485,-5.965485
140,-4.78,base,-2.404789,-2.404789
141,-2.04,base,-2.279242,-2.279242
142,-4.84,base,-5.189353,-5.189353
143,-4.570833,base,-5.155551,-5.155551
144,-0.7,base,-2.47531,-2.47531
145,-4.84,base,-3.281783,-3.281783
146,-4.76,base,-5.4281945,-5.4281945
147,-4.47,base,-3.6325846,-3.6325846
148,-2.29,base,-3.3329034,-3.3329034
149,-0.11,base,-1.3487729,-1.3487729
150,-4.84,base,-6.0206146,-6.0206146
151,-0.67,base,-2.0273457,-2.0273457
152,-4.825,base,-2.2745943,-2.2745943
153,-4.84,base,-5.465144,-5.465144
154,-2.47,base,-2.6314368,-2.6314368
155,-0.345,base,-2.3109074,-2.3109074
156,-4.76,base,-5.2369742,-5.2369742
157,-0.67,base,-1.7574962,-1.7574962
158,-1.39,base,-2.8834562,-2.8834562
159,-2.58,base,-3.680901,-3.680901
160,-0.1,base,-2.0087523,-2.0087523
161,-4.5,base,-2.259511,-2.259511
162,-2.69,base,-5.421875,-5.421875
163,-4.84,base,-2.4007993,-2.4007993
164,-0.11,base,-2.0780025,-2.0780025
165,-2.32,base,-5.3613286,-5.3613286
166,-3.58,base,-3.4730964,-3.4730964
167,-4.76,base,-3.4202964,-3.4202964
168,-0.15,base,-1.6635679,-1.6635679
169,-4.76,base,-2.867489,-2.867489
170,-1.59,base,-2.6381893,-2.6381893
171,-0.99,base,-1.7800331,-1.7800331
172,-3.05,base,-4.8979316,-4.8979316
173,-4.76,base,-3.2936451,-3.2936451
174,-0.05,base,-1.5017954,-1.5017954
175,-1.62,base,-2.9831448,-2.9831448
176,-4.84,base,-5.4348474,-5.4348474
177,-4.76,base,-5.850674,-5.850674
178,-4.84,base,-5.592744,-5.592744
179,-4.84,base,-5.234652,-5.234652
180,-2.65,base,-2.117423,-2.117423
181,-1.07,base,-2.4909148,-2.4909148
182,-0.31,base,-2.4851165,-2.4851165
183,-3.74,base,-0.8803964,-0.8803964
184,-0.47,base,-1.8388498,-1.8388498
185,-4.76,base,-2.9503746,-2.9503746
186,-0.3,base,-2.1054888,-2.1054888
187,-4.84,base,-5.6874566,-5.6874566
188,-4.71,base,-4.1861806,-4.1861806
189,-4.84,base,-5.580174,-5.580174
190,-1.56,base,-3.624465,-3.624465
191,-3.24,base,-2.6557226,-2.6557226
192,-4.84,base,-6.5563445,-6.5563445
193,-2.97,base,-3.1916244,-3.1916244
194,0.17,base,-1.9760445,-1.9760445
195,-1.37,base,-2.47531,-2.47531
196,-0.64,base,-2.7916906,-2.7916906
197,-4.84,base,-2.5292501,-2.5292501
198,-2.54,base,-2.8087015,-2.8087015
199,-3.76,base,-2.2662635,-2.2662635
200,-4.84,base,-4.5767903,-4.5767903
201,-4.84,base,-1.3956285,-1.3956285
202,-0.2,base,-0.9077362,-0.9077362
203,-2.68,base,-2.0702074,-2.0702074
204,-0.265,base,-1.9059974,-1.9059974
205,-2.01,base,-5.029365,-5.029365
206,-0.67,base,-2.0821412,-2.0821412
207,-0.49,base,-2.1531863,-2.1531863
208,-4.84,base,-1.7688496,-1.7688496
209,-0.12744445,base,-1.6355077,-1.6355077
210,-4.76,base,-5.581943,-5.581943
211,-0.33,base,-3.2752185,-3.2752185
212,-3.8,base,-5.565249,-5.565249
213,-1.22,base,-2.5680954,-2.5680954
214,-4.76,base,-6.1589065,-6.1589065
215,-0.039722223,base,-1.5531327,-1.5531327
216,-4.84,base,-6.515701,-6.515701
217,-2.1,base,-2.8327703,-2.8327703
218,-2.82,base,-5.6680593,-5.6680593
219,-0.75,base,-2.8398569,-2.8398569
220,-4.84,base,-2.5610094,-2.5610094
221,-0.010833333,base,-2.0582733,-2.0582733
222,-4.76,base,-5.2599516,-5.2599516
223,-4.84,base,-3.6636224,-3.6636224
224,-2.36,base,-1.963693,-1.963693
225,-4.84,base,-3.0386448,-3.0386448
226,0.0325,base,-1.4423515,-1.4423515
227,-2.235,base,-4.8105702,-4.8105702
228,-4.84,base,-3.2014432,-3.2014432
229,-1.22,base,-1.7297174,-1.7297174
230,-3.28,base,-4.2900624,-4.2900624
231,-4.84,base,-5.4937506,-5.4937506
232,-1.525,base,-1.8510783,-1.8510783
233,-4.84,base,-2.651168,-2.651168
234,-3.03,base,-5.073091,-5.073091
235,-4.84,base,-5.628155,-5.628155
236,-0.89,base,-1.963693,-1.963693
237,-4.84,base,-5.4428434,-5.4428434
238,-0.04,base,-1.5644627,-1.5644627
239,-1.35,base,-1.38921,-1.38921
240,-0.52,base,-1.8043656,-1.8043656
241,-0.6,base,-1.7970028,-1.7970028
242,-0.23,base,-1.772285,-1.772285
243,-4.76,base,-5.0255914,-5.0255914
244,-3.48,base,-2.4705565,-2.4705565
245,-3.23,base,-1.7100329,-1.7100329
246,-1.2,base,-2.495563,-2.495563
247,-1.74,base,-1.9805696,-1.9805696
248,-0.75,base,-1.6513393,-1.6513393
249,-4.84,base,-6.024095,-6.024095
250,-4.565,base,-2.7496977,-2.7496977
251,-4.84,base,-3.6699228,-3.6699228
252,-0.01,base,-1.3276633,-1.3276633
253,-4.84,base,-3.75319,-3.75319
254,-4.76,base,-5.272289,-5.272289
255,-0.48,base,-2.4145947,-2.4145947
256,-1.72,base,-5.2972455,-5.2972455
257,-1.42,base,-3.332979,-3.332979
258,-4.84,base,-4.971932,-4.971932
259,-4.76,base,-2.7145097,-2.7145097
260,-0.9,base,-1.3028364,-1.3028364
261,-2.95,base,-2.4467814,-2.4467814
262,-0.84,base,-2.5101228,-2.5101228
263,-4.76,base,-2.2278345,-2.2278345
264,-0.84,base,-2.3741555,-2.3741555
265,0.07,base,-1.830351,-1.830351
266,-4.76,base,-2.5883484,-2.5883484
267,-4.76,base,-1.2891155,-1.2891155
268,-2.33,base,-3.9042068,-3.9042068
269,-1.33,base,-2.8398569,-2.8398569
270,-1.03,base,-1.2038249,-1.2038249
271,-0.16,base,-2.4192429,-2.4192429
272,-0.88,base,-1.4701419,-1.4701419
273,-0.55,base,-1.2790542,-1.2790542
274,-4.84,base,-5.7386746,-5.7386746
275,-4.76,base,-5.0188804,-5.0188804
276,0.05,base,-1.419826,-1.419826
277,-4.84,base,-1.8591616,-1.8591616
278,-0.58,base,-1.677325,-1.677325
279,-0.63,base,-2.2978349,-2.2978349
280,-2.1,base,-2.9809027,-2.9809027
281,-4.84,base,-5.2278943,-5.2278943
282,-4.84,base,-4.7648797,-4.7648797
283,-0.72,base,-2.191615,-2.191615
284,-1.51,base,-3.8580709,-3.8580709
285,-4.75,base,-1.8349525,-1.8349525
286,-2.36,base,-3.046331,-3.046331
287,0.03,base,-0.6939967,-0.6939967
288,-0.46,base,-2.851791,-2.851791
289,-1.77,base,-3.0556564,-3.0556564
290,-0.04,base,-0.7238609,-0.7238609
291,-1.18,base,-4.1105766,-4.1105766
292,-4.84,base,-3.0049574,-3.0049574
293,-4.76,base,-2.6444159,-2.6444159
294,-3.18,base,-3.1143374,-3.1143374
295,-0.67,base,-2.687008,-2.687008
296,-3.85,base,-2.0585463,-2.0585463
297,-3.48,base,-3.725603,-3.725603
298,-3.31,base,-5.4443517,-5.4443517
299,-0.52,base,-2.307302,-2.307302
300,-4.76,base,-4.559363,-4.559363
301,-1.15,base,-2.7387953,-2.7387953
302,-3.06,base,-2.1402075,-2.1402075
303,-4.84,base,-3.0386448,-3.0386448
304,-4.84,base,-4.7554345,-4.7554345
305,-0.02,base,-1.3089051,-1.3089051
306,-4.76,base,-3.0307436,-3.0307436
307,-0.06,base,-1.4972936,-1.4972936
308,-4.76,base,-5.3192334,-5.3192334
309,-4.84,base,-5.8175807,-5.8175807
310,-4.76,base,-3.3886313,-3.3886313
311,-0.93,base,-1.9291619,-1.9291619
312,-2.27,base,-2.572316,-2.572316
313,-0.53,base,-2.121615,-2.121615
314,-4.76,base,-6.336669,-6.336669
315,-4.76,base,-6.228446,-6.228446
316,-0.33,base,-2.2978349,-2.2978349
317,-1.13,base,-2.507497,-2.507497
318,-1.3,base,-2.6942573,-2.6942573
319,-2.5,base,-2.5536296,-2.5536296
320,-0.23,base,-2.1054888,-2.1054888
321,-0.71,base,-1.9499359,-1.9499359
322,-2.69,base,-3.1972234,-3.1972234
323,-1.96,base,-1.8236457,-1.8236457
324,-0.81,base,-1.7128407,-1.7128407
325,-2.65,base,-4.6106806,-4.6106806
326,-4.84,base,-5.78653,-5.78653
327,-2.45,base,-4.661571,-4.661571
328,-4.76,base,-3.1771579,-3.1771579
329,-1.01,base,-2.7106414,-2.7106414
330,-4.84,base,-1.3487729,-1.3487729
331,-4.53,base,-4.3584366,-4.3584366
332,-4.76,base,-6.582354,-6.582354
333,-0.65,base,-1.8236457,-1.8236457
334,-4.84,base,-5.836948,-5.836948
335,-4.76,base,-6.8950143,-6.8950143
336,-1.93,base,-2.788637,-2.788637
337,-4.84,base,-5.473191,-5.473191
338,-0.12,base,-1.893646,-1.893646
339,-3.66,base,-1.830351,-1.830351
340,-2.05,base,-3.5606341,-3.5606341
341,-4.84,base,-6.442809,-6.442809
342,0.03,base,-1.8591616,-1.8591616
343,-0.15,base,-2.4633763,-2.4633763
344,-4.84,base,-1.9257265,-1.9257265
345,-4.76,base,-4.4613333,-4.4613333
346,-0.1,base,-1.4553418,-1.4553418
347,-4.13,base,-5.5744467,-5.5744467
348,-0.36,base,-1.7642016,-1.7642016
349,-4.38,base,-2.7916906,-2.7916906
350,-1.78,base,-4.8660035,-4.8660035
351,-4.76,base,-3.522577,-3.522577
352,-4.765,base,-3.690557,-3.690557
353,-3.53,base,-0.6119807,-0.6119807
354,-0.37,base,-2.2439604,-2.2439604
355,-4.84,base,-3.9879985,-3.9879985
356,-4.84,base,-0.9955398,-0.9955398
357,-0.45,base,-2.852056,-2.852056
358,-4.76,base,-5.1236167,-5.1236167
359,0.55,base,-1.4553418,-1.4553418
360,-4.76,base,-2.5333767,-2.5333767
361,-1.63,base,-1.1733465,-1.1733465
362,-4.76,base,-5.285299,-5.285299
363,-1.43,base,-3.3767865,-3.3767865
364,-4.76,base,-4.527247,-4.527247
365,-4.84,base,-5.3536777,-5.3536777
366,-1.35,base,-1.7958668,-1.7958668
367,-4.76,base,-5.5155168,-5.5155168
368,-0.96,base,-2.2943234,-2.2943234
369,-0.55,base,-1.9608383,-1.9608383
370,-4.84,base,-4.3866878,-4.3866878
371,-0.89,base,-2.5022218,-2.5022218
372,-4.76,base,-5.3028708,-5.3028708
373,-4.45,base,-5.4054184,-5.4054184
374,-4.84,base,-4.3311787,-4.3311787
375,-0.32,base,-2.254863,-2.254863
376,-4.76,base,-5.7097325,-5.7097325
377,-0.25,base,-1.8658673,-1.8658673
378,-0.61,base,-2.5272284,-2.5272284
379,-0.06,base,-0.9463034,-0.9463034
380,-4.84,base,-3.6117046,-3.6117046
381,-4.4,base,-4.7617207,-4.7617207
382,-4.84,base,-3.9951103,-3.9951103
383,-1.11,base,-2.191615,-2.191615
384,-4.5,base,-5.5385633,-5.5385633
385,-4.76,base,-5.503037,-5.503037
386,-4.84,base,-1.7930121,-1.7930121
387,0.0,base,-1.5095223,-1.5095223
388,-0.62,base,-1.8236457,-1.8236457
389,-1.18,base,-2.667657,-2.667657
390,-0.45,base,-1.3143467,-1.3143467
391,-1.09,base,-2.7413278,-2.7413278
392,-2.05,base,-2.535909,-2.535909
393,-4.84,base,-1.6671728,-1.6671728
394,-3.94,base,-4.3233957,-4.3233957
395,-4.76,base,-3.1803021,-3.1803021
396,-4.34,base,-4.2548776,-4.2548776
397,-0.1,base,-1.5953541,-1.5953541
398,-2.37,base,-5.9417367,-5.9417367
399,-3.66,base,-5.3595366,-5.3595366
400,-4.84,base,-2.247577,-2.247577
401,-4.84,base,-2.776703,-2.776703
402,-0.9,base,-1.5440067,-1.5440067
403,-4.76,base,-1.3956285,-1.3956285
404,-1.79,base,-1.5253537,-1.5253537
405,-4.62,base,-3.0142584,-3.0142584
406,-0.03,base,-1.5362797,-1.5362797
407,-4.84,base,-2.4560897,-2.4560897
408,-4.76,base,-5.241547,-5.241547
409,-1.17,base,-2.686356,-2.686356
410,-4.76,base,-2.8715222,-2.8715222
411,-4.76,base,-1.7530179,-1.7530179
412,-4.84,base,-5.926636,-5.926636
413,-4.76,base,-1.9059974,-1.9059974
414,-4.84,base,-5.501303,-5.501303
415,-4.84,base,-2.6942573,-2.6942573
416,-4.76,base,-2.7610044,-2.7610044
417,-2.08,base,-1.9257265,-1.9257265
418,-0.28,base,-1.7416513,-1.7416513
419,-0.53,base,-2.216528,-2.216528
420,-0.48,base,-2.0235415,-2.0235415
421,-4.84,base,-6.6432,-6.6432
422,-0.6,base,-2.0909812,-2.0909812
423,-4.84,base,-1.1560487,-1.1560487
424,-3.99,base,-5.373692,-5.373692
425,-0.03,base,-1.952697,-1.952697
426,-2.5,base,-5.2926593,-5.2926593
427,-2.47,base,-3.1262715,-3.1262715
428,-4.76,base,-5.854925,-5.854925
429,-0.84175,base,-1.4553418,-1.4553418
430,-4.84,base,-2.5883484,-2.5883484
431,-4.76,base,-2.1282735,-2.1282735
432,-0.46,base,-1.2679484,-1.2679484
433,-4.64,base,-3.128804,-3.128804
434,-4.84,base,-5.59983,-5.59983
435,0.0,base,-1.7016574,-1.7016574
436,-0.06,base,-2.4124904,-2.4124904
437,-0.57,base,-2.0821412,-2.0821412
438,-0.81,base,-1.9685417,-1.9685417
439,-4.76,base,-4.9213433,-4.9213433
440,-3.49,base,-5.645949,-5.645949
441,-4.84,base,-5.3912864,-5.3912864
442,-4.53,base,-4.695232,-4.695232
443,-2.23,base,-1.1405326,-1.1405326
444,-1.75,base,-1.7642016,-1.7642016
445,-4.84,base,-5.6396294,-5.6396294
446,-4.76,base,-5.266589,-5.266589
447,-0.27,base,-1.7455491,-1.7455491
448,-0.10375,base,-2.175489,-2.175489
449,-2.74,base,-5.410214,-5.410214
450,-0.95,base,-2.178636,-2.178636
451,-1.53,base,-2.2911758,-2.2911758
452,-0.66,base,-2.0041046,-2.0041046
453,-4.76,base,-5.6092663,-5.6092663
454,-0.2,base,-1.8975434,-1.8975434
455,-3.03,base,-5.6617684,-5.6617684
456,-4.76,base,-5.898451,-5.898451
457,-1.58,base,-2.5022218,-2.5022218
458,-1.62,base,-3.7736628,-3.7736628
459,-4.46,base,-5.8232737,-5.8232737
460,-4.84,base,-2.8641424,-2.8641424
461,-4.84,base,-5.8766904,-5.8766904
462,-0.32,base,-1.7128407,-1.7128407
463,-4.84,base,-5.8176827,-5.8176827
464,-4.84,base,-6.5007,-6.5007
465,-2.47,base,-2.424518,-2.424518
466,0.13,base,-1.717489,-1.717489
467,-2.51,base,-2.7066085,-2.7066085
468,-4.76,base,-5.718304,-5.718304
469,-4.45,base,-6.055647,-6.055647
470,-0.56,base,-2.0909812,-2.0909812
471,-4.53,base,-5.107877,-5.107877
472,-4.84,base,-2.75645,-2.75645
473,-4.84,base,-6.640904,-6.640904
474,-1.44,base,-2.8641424,-2.8641424
475,-0.26,base,-1.8658673,-1.8658673
476,-1.17,base,-2.2978349,-2.2978349
477,-4.76,base,-2.4467814,-2.4467814
478,-4.76,base,-5.259051,-5.259051
479,-1.11,base,-2.6164494,-2.6164494
480,0.0132142855,base,-1.9685417,-1.9685417
481,-0.5133333,base,-2.7818842,-2.7818842
482,-0.91,base,-2.0459218,-2.0459218
483,-0.13,base,-2.1286628,-2.1286628
484,-2.93,base,-2.6895971,-2.6895971
485,-3.52,base,-2.8472364,-2.8472364
486,-2.58,base,-2.6122293,-2.6122293
487,-1.715,base,-2.254863,-2.254863
488,-4.76,base,-1.7800331,-1.7800331
489,-4.84,base,-5.7537045,-5.7537045
490,-4.34,base,-5.362742,-5.362742
491,-3.51,base,-4.618096,-4.618096
492,-1.29,base,-2.1274986,-2.1274986
493,-4.84,base,-5.320075,-5.320075
494,-4.84,base,-5.488479,-5.488479
495,-2.17,base,-2.7106414,-2.7106414
496,-2.04,base,-2.4779363,-2.4779363
497,-4.67,base,-2.9864268,-2.9864268
498,-0.69,base,-2.6164494,-2.6164494
499,-1.71,base,-2.7362983,-2.7362983
500,-0.012142858,base,-1.8078009,-1.8078009
501,-1.18,base,-2.667657,-2.667657
502,-0.37,base,-1.6635679,-1.6635679
503,-2.4,base,-5.3694267,-5.3694267
504,-1.75,base,-1.6158235,-1.6158235
505,-0.95,base,-2.547843,-2.547843
506,-4.76,base,-4.1891637,-4.1891637
507,-4.84,base,-2.121615,-2.121615
508,-1.6760833,base,-5.0655446,-5.0655446
509,-4.76,base,-3.2953174,-3.2953174
510,-4.76,base,-5.2123747,-5.2123747
511,-0.03,base,-1.123987,-1.123987
512,-4.84,base,-1.7371731,-1.7371731
513,-4.76,base,-2.7798998,-2.7798998
514,-0.64,base,-2.6034703,-2.6034703
515,-3.54,base,-3.017309,-3.017309
516,-0.71,base,-2.4124904,-2.4124904
517,-0.79,base,-2.7210746,-2.7210746
518,-4.65,base,-5.216753,-5.216753
519,-0.89,base,-3.0782757,-3.0782757
520,-3.84,base,-2.3295114,-2.3295114
521,-1.15,base,-2.034738,-2.034738
522,-1.55,base,-1.3028364,-1.3028364
523,-4.79,base,-5.414203,-5.414203
524,-0.98,base,-2.4705565,-2.4705565
525,-2.011875,base,-3.958812,-3.958812
526,-0.26,base,-1.5795459,-1.5795459
527,-4.84,base,-2.8715222,-2.8715222
528,-4.84,base,-3.8472338,-3.8472338
529,-1.33,base,-2.6942573,-2.6942573
530,-4.76,base,-4.046233,-4.046233
531,-0.27,base,-1.1733465,-1.1733465
532,-0.93,base,-2.1381965,-2.1381965
533,-0.92,base,-1.7642016,-1.7642016
534,-4.76,base,-1.2258253,-1.2258253
535,-4.84,base,-5.776545,-5.776545
536,-4.76,base,-2.1138177,-2.1138177
537,-4.55,base,-6.063327,-6.063327
538,-4.84,base,-5.2103486,-5.2103486
539,-0.64,base,-1.9415134,-1.9415134
540,-1.62,base,-1.8591616,-1.8591616
541,-2.39,base,-3.382389,-3.382389
542,-4.84,base,-3.382389,-3.382389
543,-4.84,base,-3.3337986,-3.3337986
544,-3.12,base,-2.6599426,-2.6599426
545,-4.84,base,-5.578037,-5.578037
546,-3.17,base,-3.3182034,-3.3182034
547,-3.8,base,-4.779035,-4.779035
548,-2.07,base,-1.9257265,-1.9257265
549,-4.19,base,-1.2391286,-1.2391286
550,-4.84,base,-3.026711,-3.026711
551,-4.76,base,-5.50255,-5.50255
552,0.4,base,-1.4729617,-1.4729617
553,-4.84,base,-5.144778,-5.144778
554,-4.76,base,-5.714709,-5.714709
555,-4.84,base,-1.7997177,-1.7997177
556,-4.76,base,-5.839994,-5.839994
557,-4.84,base,-3.8559575,-3.8559575
558,-0.94,base,-2.8327703,-2.8327703
559,-4.84,base,-5.573352,-5.573352
560,-0.98,base,-1.893646,-1.893646
561,-4.84,base,-1.9658248,-1.9658248
562,-4.84,base,-1.9879786,-1.9879786
563,-2.13,base,-4.8482265,-4.8482265
564,-1.01,base,-1.8472277,-1.8472277
565,-0.59,base,-2.05057,-2.05057
566,-0.99,base,-2.593008,-2.593008
567,-0.44,base,-2.034738,-2.034738
568,-4.84,base,-2.5686426,-2.5686426
569,-4.84,base,-3.240312,-3.240312
570,-4.84,base,-2.200402,-2.200402
571,-4.84,base,-5.993916,-5.993916
572,0.03,base,-1.7371731,-1.7371731
573,0.04,base,-1.889168,-1.889168
574,-4.84,base,-6.1664014,-6.1664014
575,-4.7,base,-1.419826,-1.419826
576,-4.78,base,-5.0405803,-5.0405803
577,-4.84,base,-5.7946677,-5.7946677
578,-4.84,base,-3.2238107,-3.2238107
579,-4.76,base,-5.596461,-5.596461
580,-0.96,base,-2.6942573,-2.6942573
581,-4.76,base,-5.512397,-5.512397
582,-4.16,base,-3.2632847,-3.2632847
583,-4.84,base,-5.7975917,-5.7975917
584,-2.62,base,-5.5124345,-5.5124345
585,-0.48,base,-1.611199,-1.611199
586,-4.76,base,-5.270593,-5.270593
587,-4.76,base,-2.7699504,-2.7699504
588,-0.58,base,-2.404789,-2.404789
589,-4.76,base,-4.9128685,-4.9128685
590,-0.29,base,-1.7958668,-1.7958668
591,-4.76,base,-5.850283,-5.850283
592,-0.47,base,-2.034738,-2.034738
593,-1.45,base,-4.907888,-4.907888
594,-4.76,base,-3.695737,-3.695737
595,-0.05,base,-1.5531327,-1.5531327
596,-0.69,base,-2.04319,-2.04319
597,-0.42,base,-1.9172277,-1.9172277
598,-4.84,base,-3.7462296,-3.7462296
599,-0.13875,base,-1.6270306,-1.6270306
600,-4.76,base,-5.204824,-5.204824
601,-4.84,base,-4.850704,-4.850704
602,-4.76,base,-6.536122,-6.536122
603,-0.91,base,-2.8834562,-2.8834562
604,-4.76,base,-2.1054888,-2.1054888
605,-2.23,base,-2.8907433,-2.8907433
606,-2.4,base,-2.771449,-2.771449
607,-4.21,base,-5.36046,-5.36046
608,-4.35,base,-5.92038,-5.92038
609,-0.3,base,-2.541278,-2.541278
610,-4.84,base,-5.028414,-5.028414
611,-0.38,base,-2.313961,-2.313961
612,-0.71,base,-1.6893059,-1.6893059
613,-0.24,base,-1.9143733,-1.9143733
614,-2.3,base,-4.0912004,-4.0912004
615,-4.84,base,-2.6599426,-2.6599426
616,-4.76,base,-5.2603636,-5.2603636
617,-4.84,base,-5.76658,-5.76658
618,-4.84,base,-5.7643514,-5.7643514
619,-2.17,base,-5.4041724,-5.4041724
620,-1.54,base,-2.4275737,-2.4275737
621,-4.65,base,-4.226878,-4.226878
622,-0.23,base,-1.0577662,-1.0577662
623,-4.6,base,-3.933031,-3.933031
