,reference,experiment,tuned,raw
290,-0.04,base,-1.8567519,-1.8567519
291,-1.18,base,-3.2268696,-3.2268696
292,-4.84,base,-3.659868,-3.659868
293,-4.76,base,-5.1299744,-5.1299744
294,-3.18,base,-2.9774916,-2.9774916
295,-0.67,base,-2.3825142,-2.3825142
296,-3.85,base,-2.391507,-2.391507
297,-3.48,base,-5.4632688,-5.4632688
298,-3.31,base,-5.6458707,-5.6458707
299,-0.52,base,-2.6584415,-2.6584415
300,-4.76,base,-5.7306013,-5.7306013
301,-1.15,base,-2.7971761,-2.7971761
302,-3.06,base,-3.2473457,-3.2473457
303,-4.84,base,-4.3420343,-4.3420343
304,-4.84,base,-4.3235607,-4.3235607
305,-0.02,base,-2.0353243,-2.0353243
306,-4.76,base,-4.807766,-4.807766
307,-0.06,base,-2.0261903,-2.0261903
308,-4.76,base,-5.646857,-5.646857
309,-4.84,base,-5.747327,-5.747327
310,-4.76,base,-5.0042415,-5.0042415
311,-0.93,base,-2.527909,-2.527909
312,-2.27,base,-3.9859962,-3.9859962
313,-0.53,base,-2.3745663,-2.3745663
314,-4.76,base,-5.6358137,-5.6358137
315,-4.76,base,-5.391442,-5.391442
316,-0.33,base,-2.6569524,-2.6569524
317,-1.13,base,-2.6141045,-2.6141045
318,-1.3,base,-3.0932865,-3.0932865
319,-2.5,base,-2.8712265,-2.8712265
320,-0.23,base,-2.1997983,-2.1997983
321,-0.71,base,-2.6802874,-2.6802874
322,-2.69,base,-4.3010926,-4.3010926
323,-1.96,base,-2.544225,-2.544225
324,-0.81,base,-2.3653328,-2.3653328
325,-2.65,base,-2.0587337,-2.0587337
326,-4.84,base,-4.6849523,-4.6849523
327,-2.45,base,-3.0003965,-3.0003965
328,-4.76,base,-3.3161755,-3.3161755
329,-1.01,base,-3.1261547,-3.1261547
330,-4.84,base,-3.6441782,-3.6441782
331,-4.53,base,-5.233611,-5.233611
332,-4.76,base,-6.175554,-6.175554
333,-0.65,base,-2.7437007,-2.7437007
334,-4.84,base,-3.5326357,-3.5326357
335,-4.76,base,-5.4208674,-5.4208674
336,-1.93,base,-4.46585,-4.46585
337,-4.84,base,-3.1975482,-3.1975482
338,-0.12,base,-2.2231214,-2.2231214
339,-3.66,base,-2.180329,-2.180329
340,-2.05,base,-3.4001255,-3.4001255
341,-4.84,base,-5.635572,-5.635572
342,0.03,base,-1.6057801,-1.6057801
343,-0.15,base,-2.0008588,-2.0008588
344,-4.84,base,-2.6341574,-2.6341574
345,-4.76,base,-5.3616567,-5.3616567
346,-0.1,base,-2.076975,-2.076975
347,-4.13,base,-5.0799794,-5.0799794
348,-0.36,base,-1.9911578,-1.9911578
349,-4.38,base,-2.9422953,-2.9422953
350,-1.78,base,-2.9320352,-2.9320352
351,-4.76,base,-4.9874287,-4.9874287
352,-4.765,base,-5.233633,-5.233633
353,-3.53,base,-1.4897416,-1.4897416
354,-0.37,base,-2.6771362,-2.6771362
355,-4.84,base,-5.5980096,-5.5980096
356,-4.84,base,-2.817622,-2.817622
357,-0.45,base,-1.9749715,-1.9749715
358,-4.76,base,-5.232695,-5.232695
359,0.55,base,-2.1686604,-2.1686604
360,-4.76,base,-4.863626,-4.863626
361,-1.63,base,-4.099541,-4.099541
362,-4.76,base,-5.6455154,-5.6455154
363,-1.43,base,-5.2385564,-5.2385564
364,-4.76,base,-3.6367962,-3.6367962
365,-4.84,base,-3.7506483,-3.7506483
366,-1.35,base,-2.9646595,-2.9646595
367,-4.76,base,-5.238992,-5.238992
368,-0.96,base,-3.5358827,-3.5358827
369,-0.55,base,-2.1644945,-2.1644945
370,-4.84,base,-1.7470531,-1.7470531
371,-0.89,base,-2.5704873,-2.5704873
372,-4.76,base,-5.796208,-5.796208
373,-4.45,base,-5.1686606,-5.1686606
374,-4.84,base,-5.223029,-5.223029
375,-0.32,base,-2.7665505,-2.7665505
376,-4.76,base,-5.89613,-5.89613
377,-0.25,base,-2.2669697,-2.2669697
378,-0.61,base,-2.7957356,-2.7957356
379,-0.06,base,-1.9781995,-1.9781995
380,-4.84,base,-4.5979567,-4.5979567
381,-4.4,base,-5.144459,-5.144459
382,-4.84,base,-2.7841523,-2.7841523
383,-1.11,base,-2.7817154,-2.7817154
384,-4.5,base,-4.3695483,-4.3695483
385,-4.76,base,-5.7729583,-5.7729583
386,-4.84,base,-2.9618118,-2.9618118
387,0.0,base,-2.17188,-2.17188
388,-0.62,base,-2.3731265,-2.3731265
389,-1.18,base,-5.1383553,-5.1383553
390,-0.45,base,-1.8674703,-1.8674703
391,-1.09,base,-3.2227745,-3.2227745
392,-2.05,base,-3.7791512,-3.7791512
393,-4.84,base,-2.1025205,-2.1025205
394,-3.94,base,-4.7011147,-4.7011147
395,-4.76,base,-4.854935,-4.854935
396,-4.34,base,-5.0624833,-5.0624833
397,-0.1,base,-1.8437483,-1.8437483
398,-2.37,base,-5.2533383,-5.2533383
399,-3.66,base,-4.7267475,-4.7267475
400,-4.84,base,-3.232099,-3.232099
401,-4.84,base,-5.366428,-5.366428
402,-0.9,base,-2.5094774,-2.5094774
403,-4.76,base,-3.7946682,-3.7946682
404,-1.79,base,-2.5461552,-2.5461552
405,-4.62,base,-4.929422,-4.929422
406,-0.03,base,-2.0870485,-2.0870485
407,-4.84,base,-5.051724,-5.051724
408,-4.76,base,-4.809813,-4.809813
409,-1.17,base,-3.2926853,-3.2926853
410,-4.76,base,-3.097705,-3.097705
411,-4.76,base,-2.0147727,-2.0147727
412,-4.84,base,-5.40673,-5.40673
413,-4.76,base,-5.572964,-5.572964
414,-4.84,base,-3.31296,-3.31296
415,-4.84,base,-3.4950967,-3.4950967
416,-4.76,base,-3.5376222,-3.5376222
417,-2.08,base,-5.3114247,-5.3114247
418,-0.28,base,-2.0293155,-2.0293155
419,-0.53,base,-2.1403048,-2.1403048
420,-0.48,base,-2.5008714,-2.5008714
421,-4.84,base,-5.249923,-5.249923
422,-0.6,base,-2.5531576,-2.5531576
423,-4.84,base,-4.26416,-4.26416
424,-3.99,base,-5.5103126,-5.5103126
425,-0.03,base,-2.8420968,-2.8420968
426,-2.5,base,-2.582537,-2.582537
427,-2.47,base,-3.6439016,-3.6439016
428,-4.76,base,-5.426686,-5.426686
429,-0.84175,base,-3.1397107,-3.1397107
430,-4.84,base,-3.4741967,-3.4741967
431,-4.76,base,-3.8836055,-3.8836055
432,-0.46,base,-2.0523324,-2.0523324
433,-4.64,base,-5.0922523,-5.0922523
434,-4.84,base,-5.5720267,-5.5720267
435,0.0,base,-1.845923,-1.845923
436,-0.06,base,-2.224289,-2.224289
437,-0.57,base,-2.7306879,-2.7306879
438,-0.81,base,-2.4367197,-2.4367197
439,-4.76,base,-5.527143,-5.527143
440,-3.49,base,-5.2150035,-5.2150035
441,-4.84,base,-5.064931,-5.064931
442,-4.53,base,-4.0149336,-4.0149336
443,-2.23,base,-4.702521,-4.702521
444,-1.75,base,-4.2224193,-4.2224193
445,-4.84,base,-5.4723487,-5.4723487
446,-4.76,base,-5.335258,-5.335258
447,-0.27,base,-2.101112,-2.101112
448,-0.10375,base,-2.2341642,-2.2341642
449,-2.74,base,-5.5509763,-5.5509763
450,-0.95,base,-4.6477056,-4.6477056
451,-1.53,base,-4.4917164,-4.4917164
452,-0.66,base,-2.6938334,-2.6938334
453,-4.76,base,-5.202648,-5.202648
454,-0.2,base,-2.5173824,-2.5173824
455,-3.03,base,-3.7468216,-3.7468216
456,-4.76,base,-4.9930787,-4.9930787
457,-1.58,base,-3.5374196,-3.5374196
458,-1.62,base,-3.2911565,-3.2911565
459,-4.46,base,-4.809548,-4.809548
460,-4.84,base,-2.2984223,-2.2984223
461,-4.84,base,-5.4233575,-5.4233575
462,-0.32,base,-2.3748434,-2.3748434
463,-4.84,base,-5.5697513,-5.5697513
464,-4.84,base,-5.4352994,-5.4352994
465,-2.47,base,-5.610661,-5.610661
466,0.13,base,-2.0058458,-2.0058458
467,-2.51,base,-4.9958935,-4.9958935
468,-4.76,base,-5.0732617,-5.0732617
469,-4.45,base,-4.985188,-4.985188
470,-0.56,base,-2.921632,-2.921632
471,-4.53,base,-4.837371,-4.837371
472,-4.84,base,-5.053867,-5.053867
473,-4.84,base,-5.337012,-5.337012
474,-1.44,base,-3.1591015,-3.1591015
475,-0.26,base,-1.9132252,-1.9132252
476,-1.17,base,-3.4993842,-3.4993842
477,-4.76,base,-2.7926476,-2.7926476
478,-4.76,base,-5.1660004,-5.1660004
479,-1.11,base,-4.466536,-4.466536
480,0.0132142855,base,-2.061555,-2.061555
481,-0.5133333,base,-3.9998057,-3.9998057
482,-0.91,base,-2.706556,-2.706556
483,-0.13,base,-2.0168898,-2.0168898
484,-2.93,base,-3.2063582,-3.2063582
485,-3.52,base,-2.9056141,-2.9056141
486,-2.58,base,-2.548526,-2.548526
487,-1.715,base,-2.25425,-2.25425
488,-4.76,base,-3.027314,-3.027314
489,-4.84,base,-5.206063,-5.206063
490,-4.34,base,-2.721254,-2.721254
491,-3.51,base,-4.968101,-4.968101
492,-1.29,base,-4.9859076,-4.9859076
493,-4.84,base,-5.0874352,-5.0874352
494,-4.84,base,-4.78323,-4.78323
495,-2.17,base,-5.3318415,-5.3318415
496,-2.04,base,-2.4598057,-2.4598057
497,-4.67,base,-4.429744,-4.429744
498,-0.69,base,-3.2232053,-3.2232053
499,-1.71,base,-3.3267877,-3.3267877
500,-0.012142858,base,-2.272935,-2.272935
501,-1.18,base,-3.6631591,-3.6631591
502,-0.37,base,-2.7766368,-2.7766368
503,-2.4,base,-5.1358733,-5.1358733
504,-1.75,base,-2.7226274,-2.7226274
505,-0.95,base,-2.64484,-2.64484
506,-4.76,base,-5.6763287,-5.6763287
507,-4.84,base,-5.6499505,-5.6499505
508,-1.6760833,base,-2.314442,-2.314442
509,-4.76,base,-3.549071,-3.549071
510,-4.76,base,-6.2271647,-6.2271647
511,-0.03,base,-1.559134,-1.559134
512,-4.84,base,-3.2741992,-3.2741992
513,-4.76,base,-2.5369499,-2.5369499
514,-0.64,base,-3.7449791,-3.7449791
515,-3.54,base,-3.1115513,-3.1115513
516,-0.71,base,-4.0081506,-4.0081506
517,-0.79,base,-2.7367392,-2.7367392
518,-4.65,base,-5.0779214,-5.0779214
519,-0.89,base,-2.9848032,-2.9848032
520,-3.84,base,-2.7777717,-2.7777717
521,-1.15,base,-3.7157128,-3.7157128
522,-1.55,base,-1.9620883,-1.9620883
523,-4.79,base,-5.6621747,-5.6621747
524,-0.98,base,-2.074454,-2.074454
525,-2.011875,base,-5.1048493,-5.1048493
526,-0.26,base,-2.0607026,-2.0607026
527,-4.84,base,-5.2788568,-5.2788568
528,-4.84,base,-5.568853,-5.568853
529,-1.33,base,-2.6824107,-2.6824107
530,-4.76,base,-3.5647051,-3.5647051
531,-0.27,base,-1.5693223,-1.5693223
532,-0.93,base,-2.6419287,-2.6419287
533,-0.92,base,-2.9116488,-2.9116488
534,-4.76,base,-3.0057108,-3.0057108
535,-4.84,base,-4.8280797,-4.8280797
536,-4.76,base,-4.8065963,-4.8065963
537,-4.55,base,-5.9153543,-5.9153543
538,-4.84,base,-4.980949,-4.980949
539,-0.64,base,-2.2384517,-2.2384517
540,-1.62,base,-2.607682,-2.607682
541,-2.39,base,-4.3326287,-4.3326287
542,-4.84,base,-5.3836865,-5.3836865
543,-4.84,base,-5.450399,-5.450399
544,-3.12,base,-5.1373477,-5.1373477
545,-4.84,base,-5.4907894,-5.4907894
546,-3.17,base,-5.528717,-5.528717
547,-3.8,base,-4.8529725,-4.8529725
548,-2.07,base,-4.720408,-4.720408
549,-4.19,base,-3.1341887,-3.1341887
550,-4.84,base,-2.611488,-2.611488
551,-4.76,base,-5.304595,-5.304595
552,0.4,base,-1.7512777,-1.7512777
553,-4.84,base,-5.384832,-5.384832
554,-4.76,base,-5.8614707,-5.8614707
555,-4.84,base,-3.205377,-3.205377
556,-4.76,base,-6.2839384,-6.2839384
557,-4.84,base,-4.90519,-4.90519
558,-0.94,base,-3.062314,-3.062314
559,-4.84,base,-5.2191772,-5.2191772
560,-0.98,base,-1.7070162,-1.7070162
561,-4.84,base,-5.742932,-5.742932
562,-4.84,base,-3.6690202,-3.6690202
563,-2.13,base,-5.2606144,-5.2606144
564,-1.01,base,-2.3090866,-2.3090866
565,-0.59,base,-2.5945022,-2.5945022
566,-0.99,base,-2.224775,-2.224775
567,-0.44,base,-2.6894145,-2.6894145
568,-4.84,base,-4.2183642,-4.2183642
569,-4.84,base,-3.4515965,-3.4515965
570,-4.84,base,-5.5258107,-5.5258107
571,-4.84,base,-5.9435863,-5.9435863
572,0.03,base,-1.8081236,-1.8081236
573,0.04,base,-2.1844368,-2.1844368
574,-4.84,base,-5.1778197,-5.1778197
575,-4.7,base,-2.6718266,-2.6718266
576,-4.78,base,-4.2021976,-4.2021976
577,-4.84,base,-4.999198,-4.999198
578,-4.84,base,-3.1354496,-3.1354496
579,-4.76,base,-5.760898,-5.760898
580,-0.96,base,-2.9534657,-2.9534657
581,-4.76,base,-5.3104677,-5.3104677
582,-4.16,base,-4.927013,-4.927013
583,-4.84,base,-5.1992674,-5.1992674
584,-2.62,base,-5.394156,-5.394156
585,-0.48,base,-1.815474,-1.815474
586,-4.76,base,-4.850454,-4.850454
587,-4.76,base,-4.790988,-4.790988
588,-0.58,base,-2.9121997,-2.9121997
589,-4.76,base,-5.688887,-5.688887
590,-0.29,base,-2.5902581,-2.5902581
591,-4.76,base,-5.293152,-5.293152
592,-0.47,base,-2.4085734,-2.4085734
593,-1.45,base,-3.0232568,-3.0232568
594,-4.76,base,-5.384421,-5.384421
595,-0.05,base,-1.6967413,-1.6967413
596,-0.69,base,-2.6534393,-2.6534393
597,-0.42,base,-2.588055,-2.588055
598,-4.84,base,-5.3448424,-5.3448424
599,-0.13875,base,-2.222194,-2.222194
600,-4.76,base,-5.7961164,-5.7961164
601,-4.84,base,-5.7507186,-5.7507186
602,-4.76,base,-5.7391133,-5.7391133
603,-0.91,base,-3.0043151,-3.0043151
604,-4.76,base,-4.232336,-4.232336
605,-2.23,base,-3.5665789,-3.5665789
606,-2.4,base,-5.014622,-5.014622
607,-4.21,base,-4.1023545,-4.1023545
608,-4.35,base,-5.2547464,-5.2547464
609,-0.3,base,-4.3211107,-4.3211107
610,-4.84,base,-3.7233753,-3.7233753
611,-0.38,base,-2.365842,-2.365842
612,-0.71,base,-2.2998264,-2.2998264
613,-0.24,base,-2.974563,-2.974563
614,-2.3,base,-5.0380874,-5.0380874
615,-4.84,base,-3.8266714,-3.8266714
616,-4.76,base,-5.2633233,-5.2633233
617,-4.84,base,-5.429846,-5.429846
618,-4.84,base,-5.7567677,-5.7567677
619,-2.17,base,-3.4628663,-3.4628663
620,-1.54,base,-3.493617,-3.493617
621,-4.65,base,-3.7890396,-3.7890396
622,-0.23,base,-2.0516953,-2.0516953
623,-4.6,base,-2.0435586,-2.0435586
